Match_ID,Date,Time,Team_A,Team_B,Venue,Weather,Toss_Winner,Toss_Decision,Outcome
M0249,2023-03-07,13:00,"Player18, Player59, Player100, Player57, Player31, Player87, Player64, Player26, Player66, Player98, Player96","Player6, Player70, Player25, Player32, Player51, Player98, Player23, Player86, Player44, Player80, Player68",MCG,Rainy,Team_A,Bat,Team_B_Wins
M0250,2021-06-17,19:00,"Player10, Player65, Player90, Player26, Player99, Player49, Player48, Player54, Player51, Player14, Player53","Player57, Player19, Player71, Player93, Player77, Player43, Player22, Player33, Player81, Player96, Player72",Wankhede,Humid,Team_A,Bowl,Draw
M0251,2021-09-10,20:00,"Player68, Player83, Player73, Player48, Player87, Player57, Player99, Player44, Player41, Player34, Player10","Player11, Player49, Player70, Player13, Player28, Player31, Player25, Player57, Player97, Player92, Player83",Wankhede,Rainy,Team_B,Bat,Team_A_Wins
M0252,2021-12-26,19:00,"Player19, Player61, Player50, Player21, Player2, Player31, Player100, Player69, Player55, Player91, Player95","Player55, Player33, Player73, Player47, Player83, Player65, Player97, Player8, Player61, Player30, Player54",Lord’s,Sunny,Team_B,Bat,Team_A_Wins
M0253,2021-02-20,19:00,"Player14, Player49, Player25, Player23, Player12, Player46, Player15, Player21, Player97, Player61, Player88","Player84, Player13, Player76, Player88, Player43, Player92, Player39, Player2, Player20, Player66, Player37",Wankhede,Cloudy,Team_B,Bat,Team_A_Wins
M0254,2020-03-25,18:00,"Player1, Player93, Player19, Player46, Player33, Player76, Player25, Player72, Player18, Player6, Player34","Player7, Player12, Player1, Player16, Player55, Player18, Player58, Player77, Player95, Player61, Player89",MCG,Cloudy,Team_B,Bowl,Team_B_Wins
M0255,2023-10-30,13:00,"Player33, Player74, Player4, Player51, Player75, Player83, Player9, Player88, Player32, Player93, Player70","Player23, Player3, Player100, Player57, Player12, Player67, Player58, Player84, Player30, Player21, Player99",Newlands,Sunny,Team_A,Bowl,Team_B_Wins
M0256,2022-06-11,15:00,"Player73, Player80, Player22, Player6, Player1, Player62, Player89, Player3, Player17, Player29, Player91","Player55, Player68, Player61, Player38, Player62, Player14, Player52, Player18, Player26, Player72, Player66",MCG,Rainy,Team_B,Bowl,Team_B_Wins
M0257,2021-12-02,16:00,"Player5, Player77, Player25, Player88, Player84, Player64, Player81, Player87, Player62, Player82, Player43","Player80, Player69, Player40, Player9, Player19, Player58, Player25, Player5, Player46, Player41, Player73",Newlands,Sunny,Team_B,Bowl,Team_B_Wins
M0258,2022-11-10,12:00,"Player97, Player31, Player56, Player64, Player6, Player19, Player9, Player30, Player5, Player81, Player22","Player35, Player36, Player22, Player1, Player48, Player28, Player96, Player52, Player99, Player56, Player38",Lord’s,Rainy,Team_B,Bowl,Team_A_Wins
M0259,2022-03-01,12:00,"Player49, Player31, Player53, Player25, Player32, Player40, Player19, Player92, Player36, Player73, Player12","Player74, Player96, Player73, Player18, Player100, Player79, Player30, Player35, Player82, Player46, Player33",Newlands,Rainy,Team_B,Bowl,Team_B_Wins
M0260,2020-03-10,18:00,"Player91, Player33, Player93, Player42, Player10, Player14, Player63, Player45, Player64, Player22, Player77","Player87, Player41, Player17, Player14, Player81, Player15, Player28, Player1, Player25, Player5, Player93",Lord’s,Sunny,Team_A,Bat,Team_B_Wins
M0261,2022-03-14,20:00,"Player84, Player28, Player99, Player11, Player64, Player41, Player70, Player61, Player13, Player44, Player37","Player31, Player11, Player6, Player28, Player65, Player57, Player48, Player69, Player7, Player87, Player59",Lord’s,Humid,Team_B,Bowl,Team_B_Wins
M0262,2022-07-03,18:00,"Player4, Player19, Player98, Player91, Player67, Player18, Player39, Player10, Player82, Player3, Player38","Player90, Player27, Player95, Player99, Player81, Player1, Player3, Player98, Player28, Player49, Player18",Wankhede,Rainy,Team_A,Bowl,Team_B_Wins
M0263,2022-05-14,17:00,"Player14, Player22, Player56, Player33, Player76, Player63, Player73, Player44, Player89, Player85, Player7","Player64, Player83, Player38, Player10, Player37, Player61, Player89, Player97, Player94, Player40, Player100",MCG,Cloudy,Team_B,Bowl,Team_A_Wins
M0264,2020-04-20,15:00,"Player63, Player4, Player32, Player25, Player47, Player13, Player81, Player6, Player59, Player38, Player77","Player89, Player65, Player46, Player20, Player34, Player61, Player47, Player30, Player53, Player62, Player66",Lord’s,Rainy,Team_B,Bat,Team_A_Wins
M0265,2020-08-24,14:00,"Player65, Player11, Player29, Player58, Player83, Player6, Player21, Player1, Player14, Player43, Player89","Player70, Player27, Player100, Player75, Player93, Player8, Player4, Player51, Player2, Player31, Player34",Eden Gardens,Cloudy,Team_B,Bowl,Team_A_Wins
M0266,2021-03-21,13:00,"Player10, Player43, Player59, Player91, Player69, Player94, Player60, Player70, Player5, Player39, Player53","Player23, Player96, Player95, Player54, Player81, Player92, Player18, Player36, Player67, Player17, Player64",Newlands,Humid,Team_B,Bowl,Team_A_Wins
M0267,2024-09-19,14:00,"Player83, Player14, Player64, Player61, Player92, Player32, Player34, Player56, Player18, Player4, Player66","Player95, Player71, Player66, Player5, Player87, Player6, Player61, Player85, Player21, Player37, Player54",MCG,Humid,Team_A,Bowl,Team_B_Wins
M0268,2024-03-07,17:00,"Player79, Player35, Player24, Player34, Player64, Player56, Player18, Player37, Player46, Player92, Player23","Player55, Player70, Player50, Player92, Player99, Player37, Player40, Player2, Player35, Player89, Player87",Lord’s,Humid,Team_B,Bat,Team_B_Wins
M0269,2020-08-08,15:00,"Player30, Player40, Player26, Player74, Player83, Player4, Player70, Player85, Player17, Player94, Player28","Player66, Player74, Player93, Player95, Player72, Player100, Player69, Player52, Player96, Player81, Player43",MCG,Humid,Team_A,Bat,Team_A_Wins
M0270,2021-06-12,20:00,"Player94, Player39, Player33, Player85, Player53, Player78, Player34, Player83, Player60, Player57, Player26","Player72, Player28, Player88, Player100, Player79, Player73, Player89, Player1, Player60, Player61, Player50",Newlands,Humid,Team_B,Bowl,Team_B_Wins
M0271,2023-04-05,16:00,"Player25, Player59, Player32, Player13, Player7, Player27, Player60, Player36, Player73, Player35, Player34","Player85, Player41, Player92, Player84, Player67, Player98, Player4, Player11, Player3, Player53, Player100",Wankhede,Sunny,Team_B,Bowl,Team_B_Wins
M0272,2023-10-30,17:00,"Player97, Player78, Player39, Player66, Player85, Player54, Player8, Player55, Player3, Player93, Player77","Player66, Player21, Player75, Player78, Player67, Player33, Player12, Player3, Player53, Player83, Player42",Wankhede,Sunny,Team_B,Bat,Team_B_Wins
M0273,2020-03-06,17:00,"Player77, Player15, Player75, Player6, Player1, Player40, Player55, Player23, Player64, Player21, Player39","Player35, Player54, Player12, Player73, Player97, Player94, Player98, Player79, Player26, Player46, Player61",MCG,Cloudy,Team_B,Bat,Team_B_Wins
M0274,2023-12-26,14:00,"Player31, Player82, Player63, Player77, Player94, Player40, Player32, Player85, Player64, Player46, Player42","Player85, Player43, Player46, Player66, Player64, Player54, Player27, Player56, Player53, Player60, Player13",Eden Gardens,Rainy,Team_B,Bowl,Team_A_Wins
M0275,2023-03-15,20:00,"Player49, Player78, Player70, Player35, Player51, Player14, Player97, Player30, Player74, Player67, Player92","Player2, Player13, Player64, Player14, Player53, Player76, Player45, Player9, Player100, Player42, Player20",Eden Gardens,Sunny,Team_A,Bat,Team_B_Wins
M0276,2022-09-01,14:00,"Player27, Player88, Player5, Player95, Player16, Player35, Player7, Player83, Player75, Player15, Player60","Player91, Player66, Player44, Player38, Player15, Player33, Player5, Player73, Player35, Player57, Player7",Wankhede,Sunny,Team_B,Bowl,Team_B_Wins
M0277,2023-12-16,13:00,"Player89, Player65, Player6, Player70, Player4, Player52, Player10, Player67, Player87, Player17, Player13","Player85, Player88, Player18, Player32, Player36, Player93, Player43, Player24, Player91, Player50, Player41",Wankhede,Cloudy,Team_A,Bat,Team_A_Wins
M0278,2021-10-15,20:00,"Player35, Player47, Player17, Player15, Player74, Player33, Player27, Player55, Player49, Player92, Player71","Player26, Player56, Player33, Player24, Player92, Player75, Player95, Player35, Player69, Player21, Player71",Lord’s,Rainy,Team_B,Bowl,Team_B_Wins
M0279,2020-07-13,17:00,"Player82, Player88, Player26, Player89, Player12, Player83, Player79, Player70, Player62, Player30, Player36","Player49, Player81, Player31, Player85, Player34, Player5, Player25, Player87, Player44, Player20, Player14",Newlands,Humid,Team_B,Bat,Draw
M0280,2024-11-14,18:00,"Player37, Player72, Player96, Player19, Player65, Player80, Player17, Player21, Player86, Player12, Player22","Player49, Player83, Player78, Player41, Player82, Player61, Player4, Player73, Player2, Player98, Player26",Wankhede,Rainy,Team_B,Bat,Draw
M0281,2023-01-30,19:00,"Player51, Player71, Player42, Player76, Player78, Player39, Player23, Player40, Player75, Player50, Player80","Player93, Player44, Player36, Player79, Player8, Player27, Player29, Player34, Player49, Player4, Player62",Lord’s,Rainy,Team_B,Bat,Team_A_Wins
M0282,2023-03-30,19:00,"Player8, Player75, Player94, Player7, Player78, Player34, Player46, Player33, Player98, Player53, Player35","Player3, Player69, Player86, Player92, Player49, Player22, Player98, Player19, Player20, Player14, Player31",Newlands,Humid,Team_A,Bat,Team_B_Wins
M0283,2020-03-06,20:00,"Player31, Player83, Player13, Player64, Player71, Player41, Player5, Player35, Player20, Player33, Player46","Player10, Player40, Player6, Player50, Player41, Player49, Player39, Player66, Player56, Player52, Player65",Wankhede,Sunny,Team_A,Bowl,Team_A_Wins
M0284,2023-03-23,13:00,"Player55, Player84, Player11, Player57, Player31, Player38, Player78, Player90, Player43, Player74, Player56","Player46, Player3, Player36, Player73, Player51, Player47, Player80, Player78, Player42, Player5, Player92",MCG,Sunny,Team_B,Bat,Team_A_Wins
M0285,2024-02-27,20:00,"Player73, Player85, Player3, Player11, Player59, Player82, Player31, Player58, Player12, Player90, Player77","Player20, Player38, Player14, Player35, Player39, Player49, Player67, Player66, Player86, Player96, Player9",Eden Gardens,Cloudy,Team_A,Bowl,Draw
M0286,2022-09-09,12:00,"Player23, Player17, Player48, Player26, Player21, Player72, Player27, Player89, Player46, Player71, Player76","Player40, Player54, Player59, Player1, Player61, Player91, Player36, Player100, Player42, Player62, Player68",Wankhede,Humid,Team_A,Bowl,Team_A_Wins
M0287,2021-09-09,13:00,"Player86, Player68, Player2, Player64, Player93, Player41, Player55, Player50, Player66, Player84, Player7","Player78, Player9, Player90, Player14, Player88, Player33, Player44, Player16, Player17, Player6, Player27",Wankhede,Cloudy,Team_A,Bat,Draw
M0288,2021-11-30,17:00,"Player34, Player16, Player52, Player74, Player81, Player41, Player18, Player22, Player54, Player17, Player60","Player60, Player53, Player51, Player97, Player20, Player46, Player73, Player30, Player24, Player86, Player63",Eden Gardens,Cloudy,Team_B,Bat,Team_A_Wins
M0289,2024-04-16,14:00,"Player17, Player64, Player91, Player98, Player90, Player50, Player7, Player36, Player32, Player87, Player76","Player73, Player69, Player78, Player84, Player81, Player17, Player87, Player91, Player62, Player61, Player34",Newlands,Humid,Team_B,Bat,Team_A_Wins
M0290,2023-02-20,15:00,"Player61, Player27, Player66, Player1, Player95, Player59, Player33, Player34, Player16, Player2, Player87","Player63, Player41, Player38, Player4, Player96, Player84, Player15, Player75, Player88, Player24, Player55",Lord’s,Humid,Team_A,Bat,Team_B_Wins
M0291,2024-02-08,14:00,"Player28, Player7, Player30, Player24, Player63, Player61, Player72, Player53, Player15, Player100, Player96","Player61, Player55, Player6, Player45, Player93, Player62, Player91, Player64, Player37, Player7, Player87",MCG,Cloudy,Team_B,Bat,Team_A_Wins
M0292,2020-11-26,16:00,"Player39, Player23, Player46, Player40, Player54, Player82, Player57, Player4, Player79, Player100, Player64","Player31, Player27, Player51, Player29, Player32, Player20, Player41, Player4, Player91, Player65, Player1",Eden Gardens,Cloudy,Team_B,Bowl,Draw
M0293,2021-04-25,18:00,"Player52, Player77, Player38, Player12, Player37, Player13, Player91, Player27, Player61, Player56, Player63","Player58, Player7, Player84, Player29, Player2, Player12, Player43, Player56, Player26, Player69, Player54",MCG,Humid,Team_A,Bat,Team_A_Wins
M0294,2021-09-06,16:00,"Player14, Player36, Player26, Player98, Player44, Player37, Player21, Player16, Player84, Player96, Player50","Player85, Player87, Player53, Player44, Player72, Player78, Player55, Player70, Player35, Player92, Player58",Eden Gardens,Rainy,Team_B,Bowl,Team_B_Wins
M0295,2022-07-26,13:00,"Player82, Player4, Player10, Player19, Player12, Player61, Player3, Player72, Player87, Player11, Player39","Player82, Player100, Player99, Player88, Player30, Player69, Player6, Player83, Player15, Player64, Player37",Newlands,Cloudy,Team_A,Bowl,Team_B_Wins
M0296,2023-08-02,12:00,"Player68, Player52, Player45, Player27, Player80, Player11, Player98, Player42, Player38, Player56, Player5","Player60, Player64, Player37, Player77, Player53, Player1, Player76, Player68, Player33, Player12, Player41",MCG,Sunny,Team_A,Bat,Team_B_Wins
M0297,2024-04-02,16:00,"Player69, Player8, Player62, Player20, Player56, Player49, Player9, Player42, Player76, Player50, Player73","Player12, Player64, Player97, Player10, Player1, Player47, Player94, Player68, Player26, Player5, Player18",MCG,Cloudy,Team_A,Bowl,Team_B_Wins
M0298,2023-11-19,16:00,"Player90, Player43, Player86, Player93, Player50, Player12, Player41, Player45, Player22, Player18, Player54","Player46, Player21, Player55, Player72, Player61, Player58, Player87, Player9, Player29, Player93, Player31",Newlands,Humid,Team_A,Bowl,Team_A_Wins
M0299,2024-06-25,17:00,"Player80, Player64, Player10, Player37, Player20, Player26, Player88, Player42, Player33, Player27, Player35","Player99, Player64, Player23, Player96, Player2, Player91, Player65, Player15, Player62, Player98, Player3",Newlands,Rainy,Team_B,Bowl,Team_B_Wins
M0300,2020-03-21,15:00,"Player14, Player17, Player4, Player98, Player29, Player52, Player51, Player77, Player38, Player83, Player74","Player23, Player45, Player14, Player34, Player4, Player66, Player18, Player81, Player35, Player49, Player36",Lord’s,Rainy,Team_B,Bowl,Team_A_Wins
M0301,2023-02-02,17:00,"Player89, Player80, Player51, Player77, Player25, Player44, Player3, Player91, Player37, Player67, Player33","Player49, Player66, Player62, Player10, Player12, Player28, Player92, Player18, Player59, Player11, Player60",Newlands,Cloudy,Team_B,Bowl,Team_A_Wins
M0302,2024-07-01,12:00,"Player22, Player97, Player90, Player40, Player3, Player84, Player18, Player36, Player79, Player26, Player63","Player55, Player54, Player18, Player56, Player88, Player64, Player35, Player76, Player94, Player43, Player34",Eden Gardens,Cloudy,Team_B,Bowl,Team_A_Wins
M0303,2020-04-06,17:00,"Player78, Player83, Player17, Player99, Player32, Player61, Player91, Player67, Player12, Player55, Player50","Player78, Player75, Player54, Player48, Player44, Player96, Player57, Player28, Player85, Player95, Player32",Lord’s,Rainy,Team_A,Bat,Team_A_Wins
M0304,2024-04-06,12:00,"Player12, Player63, Player87, Player46, Player1, Player90, Player37, Player16, Player91, Player74, Player43","Player6, Player35, Player26, Player88, Player22, Player77, Player50, Player16, Player65, Player78, Player46",MCG,Cloudy,Team_B,Bat,Team_A_Wins
M0305,2021-12-25,16:00,"Player98, Player48, Player38, Player100, Player51, Player78, Player22, Player4, Player97, Player95, Player33","Player84, Player97, Player39, Player33, Player77, Player69, Player49, Player26, Player23, Player54, Player90",Eden Gardens,Cloudy,Team_A,Bat,Team_A_Wins
M0306,2023-11-29,17:00,"Player28, Player90, Player44, Player52, Player20, Player26, Player74, Player64, Player5, Player17, Player25","Player24, Player36, Player79, Player55, Player95, Player82, Player53, Player42, Player60, Player31, Player33",MCG,Sunny,Team_B,Bat,Draw
M0307,2023-11-14,14:00,"Player48, Player96, Player66, Player42, Player53, Player10, Player43, Player6, Player35, Player95, Player5","Player84, Player35, Player61, Player44, Player41, Player88, Player98, Player26, Player16, Player1, Player4",Eden Gardens,Humid,Team_B,Bat,Team_A_Wins
M0308,2024-07-07,20:00,"Player87, Player68, Player9, Player1, Player30, Player94, Player57, Player54, Player70, Player67, Player81","Player11, Player64, Player43, Player89, Player14, Player97, Player50, Player66, Player85, Player31, Player95",Eden Gardens,Rainy,Team_A,Bat,Team_B_Wins
M0309,2024-09-07,20:00,"Player56, Player70, Player43, Player15, Player81, Player93, Player23, Player18, Player82, Player41, Player84","Player75, Player100, Player24, Player82, Player65, Player56, Player42, Player83, Player21, Player90, Player73",Eden Gardens,Rainy,Team_B,Bowl,Team_A_Wins
M0310,2021-01-07,13:00,"Player21, Player60, Player59, Player8, Player64, Player32, Player7, Player53, Player50, Player1, Player96","Player4, Player65, Player47, Player40, Player97, Player22, Player6, Player29, Player76, Player24, Player99",Newlands,Humid,Team_A,Bowl,Team_A_Wins
M0311,2024-06-13,14:00,"Player89, Player12, Player71, Player22, Player32, Player7, Player46, Player99, Player51, Player55, Player39","Player1, Player60, Player47, Player41, Player8, Player34, Player37, Player24, Player98, Player49, Player15",Wankhede,Sunny,Team_A,Bowl,Team_B_Wins
M0312,2021-11-01,12:00,"Player26, Player53, Player31, Player30, Player45, Player3, Player92, Player11, Player97, Player66, Player68","Player81, Player27, Player4, Player24, Player87, Player7, Player30, Player20, Player76, Player56, Player51",MCG,Humid,Team_B,Bowl,Team_B_Wins
M0313,2020-05-21,13:00,"Player76, Player52, Player39, Player58, Player74, Player94, Player45, Player37, Player16, Player51, Player68","Player14, Player33, Player74, Player7, Player90, Player65, Player77, Player52, Player89, Player82, Player19",MCG,Humid,Team_B,Bowl,Team_A_Wins
M0314,2020-12-21,15:00,"Player97, Player72, Player82, Player80, Player28, Player32, Player69, Player37, Player6, Player29, Player56","Player29, Player96, Player58, Player2, Player37, Player33, Player84, Player60, Player57, Player74, Player70",Lord’s,Sunny,Team_B,Bat,Team_A_Wins
M0315,2020-03-15,18:00,"Player93, Player69, Player79, Player8, Player13, Player24, Player46, Player16, Player78, Player38, Player82","Player62, Player10, Player99, Player87, Player53, Player63, Player1, Player65, Player44, Player36, Player95",Lord’s,Rainy,Team_B,Bowl,Team_B_Wins
M0316,2023-12-25,15:00,"Player17, Player74, Player99, Player78, Player32, Player70, Player59, Player27, Player8, Player31, Player44","Player28, Player23, Player45, Player40, Player50, Player53, Player25, Player78, Player58, Player37, Player60",Newlands,Humid,Team_A,Bat,Team_B_Wins
M0317,2022-04-09,13:00,"Player67, Player61, Player33, Player92, Player91, Player32, Player45, Player93, Player11, Player87, Player85","Player27, Player93, Player60, Player69, Player32, Player3, Player1, Player14, Player23, Player4, Player54",Eden Gardens,Humid,Team_A,Bowl,Team_B_Wins
M0318,2021-07-20,15:00,"Player31, Player63, Player48, Player33, Player22, Player15, Player54, Player59, Player92, Player47, Player14","Player25, Player99, Player79, Player61, Player66, Player92, Player12, Player2, Player31, Player14, Player48",MCG,Cloudy,Team_B,Bat,Draw
M0319,2020-04-28,17:00,"Player68, Player2, Player97, Player60, Player40, Player87, Player57, Player72, Player52, Player75, Player84","Player10, Player60, Player38, Player15, Player90, Player29, Player92, Player12, Player42, Player2, Player97",Eden Gardens,Humid,Team_A,Bowl,Team_B_Wins
M0320,2024-11-25,15:00,"Player16, Player77, Player31, Player90, Player6, Player33, Player32, Player95, Player47, Player28, Player2","Player81, Player56, Player45, Player91, Player92, Player70, Player60, Player37, Player64, Player75, Player16",Eden Gardens,Humid,Team_B,Bat,Team_A_Wins
M0321,2021-09-20,18:00,"Player64, Player7, Player8, Player33, Player5, Player15, Player4, Player89, Player45, Player37, Player96","Player20, Player6, Player65, Player23, Player98, Player11, Player17, Player96, Player87, Player13, Player4",Lord’s,Rainy,Team_B,Bowl,Team_A_Wins
M0322,2020-01-16,18:00,"Player40, Player49, Player76, Player15, Player96, Player46, Player78, Player68, Player66, Player2, Player73","Player58, Player15, Player88, Player12, Player54, Player8, Player95, Player48, Player40, Player7, Player78",Wankhede,Humid,Team_A,Bat,Team_A_Wins
M0323,2022-08-24,12:00,"Player2, Player17, Player47, Player95, Player63, Player5, Player51, Player86, Player36, Player55, Player7","Player48, Player4, Player83, Player86, Player33, Player40, Player53, Player59, Player96, Player68, Player35",Lord’s,Humid,Team_A,Bowl,Team_B_Wins
M0324,2020-05-22,13:00,"Player69, Player80, Player62, Player1, Player12, Player13, Player6, Player100, Player72, Player45, Player85","Player45, Player48, Player40, Player28, Player10, Player20, Player41, Player98, Player9, Player68, Player35",Eden Gardens,Rainy,Team_B,Bat,Team_B_Wins
M0325,2020-08-15,13:00,"Player44, Player14, Player12, Player13, Player9, Player43, Player83, Player58, Player48, Player20, Player25","Player2, Player56, Player4, Player36, Player66, Player82, Player70, Player40, Player93, Player21, Player90",Lord’s,Sunny,Team_B,Bowl,Team_B_Wins
M0326,2021-03-02,13:00,"Player37, Player3, Player74, Player44, Player42, Player31, Player35, Player79, Player92, Player88, Player45","Player40, Player24, Player93, Player29, Player30, Player13, Player91, Player68, Player81, Player20, Player66",Eden Gardens,Cloudy,Team_A,Bowl,Team_B_Wins
M0327,2020-12-02,14:00,"Player23, Player26, Player65, Player51, Player97, Player74, Player87, Player63, Player86, Player7, Player48","Player23, Player92, Player66, Player71, Player47, Player41, Player39, Player46, Player40, Player11, Player63",Eden Gardens,Cloudy,Team_A,Bowl,Team_B_Wins
M0328,2024-06-12,19:00,"Player81, Player42, Player5, Player59, Player65, Player45, Player90, Player82, Player8, Player88, Player79","Player69, Player96, Player58, Player91, Player73, Player72, Player63, Player48, Player16, Player89, Player49",Newlands,Sunny,Team_B,Bowl,Draw
M0329,2022-01-20,18:00,"Player28, Player59, Player67, Player64, Player53, Player21, Player69, Player96, Player50, Player72, Player47","Player78, Player75, Player48, Player87, Player7, Player59, Player63, Player82, Player76, Player99, Player55",Newlands,Rainy,Team_B,Bowl,Team_A_Wins
M0330,2022-08-03,12:00,"Player75, Player68, Player67, Player56, Player78, Player6, Player77, Player21, Player98, Player7, Player62","Player87, Player37, Player66, Player80, Player27, Player55, Player56, Player15, Player61, Player83, Player73",Newlands,Rainy,Team_B,Bat,Team_A_Wins
M0331,2022-11-04,20:00,"Player5, Player97, Player3, Player56, Player7, Player17, Player72, Player10, Player66, Player49, Player47","Player75, Player8, Player55, Player60, Player48, Player49, Player47, Player64, Player34, Player19, Player65",Wankhede,Humid,Team_B,Bowl,Team_A_Wins
M0332,2021-07-20,14:00,"Player83, Player69, Player65, Player43, Player20, Player68, Player7, Player51, Player81, Player97, Player14","Player71, Player8, Player42, Player22, Player2, Player85, Player64, Player81, Player13, Player7, Player46",MCG,Humid,Team_B,Bowl,Team_A_Wins
M0333,2020-12-18,20:00,"Player91, Player14, Player62, Player69, Player53, Player54, Player11, Player37, Player86, Player48, Player92","Player51, Player90, Player26, Player1, Player66, Player37, Player73, Player80, Player52, Player63, Player15",Eden Gardens,Sunny,Team_A,Bat,Team_A_Wins
M0334,2023-08-20,20:00,"Player77, Player79, Player92, Player98, Player51, Player86, Player53, Player43, Player31, Player88, Player39","Player40, Player49, Player30, Player42, Player44, Player53, Player98, Player57, Player90, Player29, Player37",Lord’s,Sunny,Team_B,Bowl,Team_B_Wins
M0335,2024-04-24,17:00,"Player50, Player74, Player76, Player87, Player88, Player99, Player78, Player29, Player72, Player40, Player32","Player74, Player53, Player38, Player42, Player68, Player36, Player24, Player5, Player31, Player93, Player41",Wankhede,Cloudy,Team_A,Bat,Team_B_Wins
M0336,2021-10-26,15:00,"Player45, Player46, Player73, Player58, Player80, Player35, Player72, Player5, Player14, Player97, Player77","Player73, Player70, Player49, Player93, Player23, Player47, Player87, Player41, Player45, Player99, Player67",MCG,Cloudy,Team_B,Bat,Team_A_Wins
M0337,2023-10-09,20:00,"Player65, Player36, Player55, Player22, Player29, Player78, Player26, Player83, Player18, Player4, Player86","Player86, Player71, Player65, Player79, Player31, Player12, Player47, Player60, Player3, Player77, Player78",MCG,Sunny,Team_B,Bowl,Team_B_Wins
M0338,2023-01-02,12:00,"Player7, Player2, Player15, Player95, Player47, Player52, Player1, Player3, Player46, Player19, Player81","Player49, Player31, Player79, Player68, Player62, Player50, Player73, Player85, Player34, Player2, Player97",Lord’s,Rainy,Team_A,Bat,Team_A_Wins
M0339,2024-09-17,14:00,"Player1, Player85, Player80, Player54, Player62, Player97, Player24, Player75, Player4, Player67, Player93","Player93, Player61, Player47, Player16, Player42, Player18, Player5, Player68, Player28, Player38, Player63",Newlands,Humid,Team_B,Bowl,Team_A_Wins
M0340,2020-10-26,18:00,"Player5, Player78, Player17, Player67, Player52, Player77, Player75, Player4, Player99, Player80, Player68","Player45, Player58, Player91, Player24, Player92, Player22, Player67, Player54, Player63, Player60, Player51",Eden Gardens,Humid,Team_A,Bowl,Team_A_Wins
M0341,2022-08-23,18:00,"Player83, Player5, Player100, Player42, Player34, Player35, Player30, Player29, Player95, Player22, Player33","Player9, Player30, Player77, Player64, Player60, Player55, Player35, Player2, Player41, Player13, Player65",Lord’s,Cloudy,Team_B,Bowl,Draw
M0342,2022-06-12,20:00,"Player54, Player9, Player17, Player62, Player35, Player93, Player94, Player16, Player98, Player72, Player15","Player92, Player16, Player42, Player98, Player75, Player29, Player62, Player20, Player26, Player15, Player57",MCG,Rainy,Team_B,Bowl,Team_B_Wins
M0343,2023-04-22,12:00,"Player92, Player27, Player100, Player11, Player83, Player46, Player66, Player68, Player76, Player57, Player18","Player28, Player80, Player78, Player6, Player87, Player60, Player26, Player24, Player14, Player72, Player92",Wankhede,Humid,Team_A,Bowl,Team_A_Wins
M0344,2024-05-30,14:00,"Player38, Player70, Player58, Player22, Player77, Player82, Player62, Player37, Player99, Player26, Player56","Player58, Player9, Player1, Player43, Player3, Player23, Player96, Player93, Player56, Player47, Player84",MCG,Humid,Team_B,Bat,Team_B_Wins
M0345,2020-12-21,15:00,"Player64, Player8, Player23, Player46, Player10, Player47, Player37, Player58, Player57, Player49, Player69","Player80, Player23, Player50, Player5, Player47, Player75, Player54, Player94, Player78, Player81, Player24",MCG,Rainy,Team_A,Bowl,Team_A_Wins
M0346,2021-07-23,17:00,"Player25, Player81, Player60, Player22, Player77, Player12, Player11, Player79, Player43, Player2, Player24","Player49, Player53, Player76, Player55, Player7, Player10, Player19, Player37, Player93, Player90, Player97",Wankhede,Rainy,Team_B,Bowl,Team_A_Wins
M0347,2022-12-13,13:00,"Player17, Player40, Player60, Player84, Player1, Player44, Player72, Player28, Player31, Player48, Player29","Player30, Player92, Player22, Player33, Player58, Player62, Player61, Player56, Player5, Player10, Player99",Newlands,Cloudy,Team_B,Bowl,Team_B_Wins
M0348,2021-04-10,17:00,"Player61, Player45, Player39, Player9, Player54, Player83, Player81, Player60, Player40, Player56, Player31","Player11, Player39, Player57, Player100, Player82, Player60, Player96, Player88, Player48, Player6, Player38",Wankhede,Sunny,Team_B,Bowl,Team_A_Wins
M0349,2024-08-21,13:00,"Player48, Player63, Player23, Player67, Player70, Player21, Player7, Player35, Player13, Player43, Player64","Player5, Player92, Player41, Player15, Player62, Player32, Player18, Player35, Player27, Player26, Player37",Lord’s,Rainy,Team_B,Bat,Team_A_Wins
M0350,2021-02-23,13:00,"Player59, Player33, Player29, Player67, Player31, Player26, Player93, Player84, Player94, Player53, Player83","Player95, Player59, Player7, Player40, Player41, Player97, Player31, Player96, Player90, Player15, Player100",Lord’s,Humid,Team_B,Bowl,Team_B_Wins
M0351,2022-01-14,14:00,"Player99, Player40, Player46, Player1, Player98, Player65, Player96, Player17, Player58, Player16, Player78","Player61, Player46, Player77, Player44, Player80, Player84, Player38, Player78, Player27, Player99, Player65",Newlands,Humid,Team_A,Bat,Team_B_Wins
M0352,2020-12-15,18:00,"Player95, Player36, Player50, Player63, Player16, Player62, Player70, Player66, Player29, Player99, Player42","Player87, Player43, Player31, Player56, Player21, Player53, Player10, Player33, Player27, Player5, Player40",MCG,Cloudy,Team_B,Bowl,Team_B_Wins
M0353,2020-09-10,15:00,"Player63, Player99, Player66, Player26, Player80, Player85, Player32, Player25, Player100, Player24, Player97","Player48, Player67, Player89, Player43, Player100, Player42, Player13, Player40, Player12, Player64, Player29",Wankhede,Cloudy,Team_B,Bat,Team_A_Wins
